ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-09-01,1484.5692993179407,-240.9511283665817,5027.918777164168,1484.5692993179407,1484.5692993179407,852.0014749742749,852.0014749742749,852.0014749742749,185.89494940896435,185.89494940896435,185.89494940896435,410.58503208159647,410.58503208159647,410.58503208159647,255.52149348371404,255.52149348371404,255.52149348371404,0.0,0.0,0.0,2336.5707742922154
2014-09-02,1484.663578119257,-628.3486286518694,4698.650867128699,1484.663578119257,1484.663578119257,503.07127252103066,503.07127252103066,503.07127252103066,348.50438020140234,348.50438020140234,348.50438020140234,-171.587880533084,-171.587880533084,-171.587880533084,326.15477285271226,326.15477285271226,326.15477285271226,0.0,0.0,0.0,1987.7348506402877
2014-09-03,1484.757856920573,-1470.7283071177378,4208.92330713903,1484.757856920573,1484.757856920573,-158.50831165608662,-158.50831165608662,-158.50831165608662,478.5333172591637,478.5333172591637,478.5333172591637,-1037.681048378857,-1037.681048378857,-1037.681048378857,400.63941946360654,400.63941946360654,400.63941946360654,0.0,0.0,0.0,1326.2495452644864
2014-09-05,1484.946414523205,164.32893477022145,5784.159191250926,1484.946414523205,1484.946414523205,1537.6211984832785,1537.6211984832785,1537.6211984832785,565.2683970902636,565.2683970902636,565.2683970902636,414.2966882152078,414.2966882152078,414.2966882152078,558.0561131778072,558.0561131778072,558.0561131778072,0.0,0.0,0.0,3022.5676130064835
2014-09-06,1485.040693324521,58.20204225482039,5397.292089917064,1485.040693324521,1485.040693324521,1173.9317602588658,1173.9317602588658,1173.9317602588658,515.2208949861157,515.2208949861157,515.2208949861157,19.504583823224234,19.504583823224234,19.504583823224234,639.2062814495258,639.2062814495258,639.2062814495258,0.0,0.0,0.0,2658.9724535833866
2014-09-07,1485.134972125837,249.2051084779182,5750.515206845506,1485.134972125837,1485.134972125837,1347.321753285688,1347.321753285688,1347.321753285688,420.98816042385624,420.98816042385624,420.98816042385624,205.6620135960236,205.6620135960236,205.6620135960236,720.671579265808,720.671579265808,720.671579265808,0.0,0.0,0.0,2832.456725411525
2014-09-08,1485.2292509271533,301.6312100598774,5606.139310694027,1485.2292509271533,1485.2292509271533,1520.8654551744241,1520.8654551744241,1520.8654551744241,308.88304162259266,308.88304162259266,308.88304162259266,410.585032081239,410.585032081239,410.585032081239,801.3973814705924,801.3973814705924,801.3973814705924,0.0,0.0,0.0,3006.0947061015777
2014-09-09,1485.3235297284693,-292.40548874959836,4912.723478520259,1485.3235297284693,1485.3235297284693,917.2216156145088,917.2216156145088,917.2216156145088,208.51575611657518,208.51575611657518,208.51575611657518,-171.58788053195795,-171.58788053195795,-171.58788053195795,880.2937400298914,880.2937400298914,880.2937400298914,0.0,0.0,0.0,2402.5451453429782
2014-09-10,1485.4178099729409,-1418.1670633622266,4347.035777403262,1485.4178099729409,1485.4178099729409,64.43351567670695,64.43351567670695,64.43351567670695,145.86076453464764,145.86076453464764,145.86076453464764,-1037.6810483792913,-1037.6810483792913,-1037.6810483792913,956.2537995213506,956.2537995213506,956.2537995213506,0.0,0.0,0.0,1549.8513256496478
2014-09-11,1485.5120902174122,186.56716409246386,5532.151400851391,1485.5120902174122,1485.5120902174122,1324.57568759882,1324.57568759882,1324.57568759882,137.18226501868284,137.18226501868284,137.18226501868284,159.22061119894835,159.22061119894835,159.22061119894835,1028.172811381189,1028.172811381189,1028.172811381189,0.0,0.0,0.0,2810.087777816232
2014-09-12,1485.6063704618837,496.2360326310485,5810.590030076184,1485.6063704618837,1485.6063704618837,1694.5336170086737,1694.5336170086737,1694.5336170086737,185.2695259701083,185.2695259701083,185.2695259701083,414.2966882152569,414.2966882152569,414.2966882152569,1094.9674028233082,1094.9674028233082,1094.9674028233082,0.0,0.0,0.0,3180.1399874705576
2014-09-13,1485.7006507063552,196.42209777379057,5598.450392957816,1485.7006507063552,1485.7006507063552,1453.9597667636183,1453.9597667636183,1453.9597667636183,278.8604285962168,278.8604285962168,278.8604285962168,19.504583821514775,19.504583821514775,19.504583821514775,1155.5947543458865,1155.5947543458865,1155.5947543458865,0.0,0.0,0.0,2939.6604174699733
2014-09-14,1485.794930950827,480.85290794237693,5984.824394540457,1485.794930950827,1485.794930950827,1810.0812470081835,1810.0812470081835,1810.0812470081835,395.3478893619095,395.3478893619095,395.3478893619095,205.6620135967237,205.6620135967237,205.6620135967237,1209.0713440495508,1209.0713440495508,1209.0713440495508,0.0,0.0,0.0,3295.8761779590104
2014-09-15,1485.8892111952982,1014.8437882076693,6166.150076073705,1485.8892111952982,1485.8892111952982,2171.145585044147,2171.145585044147,2171.145585044147,506.06962564694425,506.06962564694425,506.06962564694425,410.5850320821872,410.5850320821872,410.5850320821872,1254.4909273150154,1254.4909273150154,1254.4909273150154,0.0,0.0,0.0,3657.0347962394453
2014-09-16,1485.9834914397698,386.1484984989817,5755.471841093722,1485.9834914397698,1485.9834914397698,1702.3301612297264,1702.3301612297264,1702.3301612297264,582.8766054609894,582.8766054609894,582.8766054609894,-171.5878805326916,-171.5878805326916,-171.5878805326916,1291.0414363014288,1291.0414363014288,1291.0414363014288,0.0,0.0,0.0,3188.313652669496
2014-09-17,1486.0777716842413,-239.7572133115292,5008.535717915404,1486.0777716842413,1486.0777716842413,884.7459014276935,884.7459014276935,884.7459014276935,604.4064450493136,604.4064450493136,604.4064450493136,-1037.6810483791467,-1037.6810483791467,-1037.6810483791467,1318.0205047575269,1318.0205047575269,1318.0205047575269,0.0,0.0,0.0,2370.823673111935
2014-09-19,1486.266332173184,1108.5683731337856,6385.398643680495,1486.266332173184,1486.266332173184,2209.9534412385374,2209.9534412385374,2209.9534412385374,454.5719858144185,454.5719858144185,454.5719858144185,414.2966882153059,414.2966882153059,414.2966882153059,1341.0847672088125,1341.0847672088125,1341.0847672088125,0.0,0.0,0.0,3696.2197734117217
2014-09-20,1486.3606124176558,319.821112894303,5756.798725870152,1486.3606124176558,1486.3606124176558,1657.2233228009868,1657.2233228009868,1657.2233228009868,301.2896931574075,301.2896931574075,301.2896931574075,19.504583822913148,19.504583822913148,19.504583822913148,1336.429045820666,1336.429045820666,1336.429045820666,0.0,0.0,0.0,3143.5839352186426
2014-09-21,1486.4548926621273,480.80829956537275,5881.531364510853,1486.4548926621273,1486.4548926621273,1650.334681940401,1650.334681940401,1650.334681940401,123.93505865140423,123.93505865140423,123.93505865140423,205.66201359507772,205.66201359507772,205.66201359507772,1320.7376096939188,1320.7376096939188,1320.7376096939188,0.0,0.0,0.0,3136.7895746025283
2014-09-22,1486.5491729065989,575.6640065445359,5728.014173782058,1486.5491729065989,1486.5491729065989,1653.1459940844052,1653.1459940844052,1653.1459940844052,-51.463312675604925,-51.463312675604925,-51.463312675604925,410.5850320814134,410.5850320814134,410.5850320814134,1294.0242746785966,1294.0242746785966,1294.0242746785966,0.0,0.0,0.0,3139.695166991004
2014-09-23,1486.6434531510704,-122.37522836363398,5096.713463228115,1486.6434531510704,1486.6434531510704,883.3266621506839,883.3266621506839,883.3266621506839,-201.54946977886019,-201.54946977886019,-201.54946977886019,-171.58788053342545,-171.58788053342545,-171.58788053342545,1256.4640124629695,1256.4640124629695,1256.4640124629695,0.0,0.0,0.0,2369.970115301754
2014-09-24,1486.7377333955417,-1331.8304441747166,4166.453286201305,1486.7377333955417,1486.7377333955417,-139.4092020158821,-139.4092020158821,-139.4092020158821,-310.1213245477707,-310.1213245477707,-310.1213245477707,-1037.681048378832,-1037.681048378832,-1037.681048378832,1208.3931709107208,1208.3931709107208,1208.3931709107208,0.0,0.0,0.0,1347.3285313796596
2014-09-25,1486.8320136400132,-261.55353516666764,5196.54853996706,1486.8320136400132,1486.8320136400132,938.8946828348869,938.8946828348869,938.8946828348869,-370.63306293571384,-370.63306293571384,-370.63306293571384,159.2206112008586,159.2206112008586,159.2206112008586,1150.3071345697422,1150.3071345697422,1150.3071345697422,0.0,0.0,0.0,2425.7266964749
2014-09-26,1486.9262938844847,-211.9447127221395,5155.709743928587,1486.9262938844847,1486.9262938844847,1110.816149144861,1110.816149144861,1110.816149144861,-386.3359881618604,-386.3359881618604,-386.3359881618604,414.29668821485905,414.29668821485905,414.29668821485905,1082.855449091862,1082.855449091862,1082.855449091862,0.0,0.0,0.0,2597.742443029346
2014-09-27,1487.0205741289565,-642.2589824387924,4898.7354796752425,1487.0205741289565,1487.0205741289565,658.0723253185912,658.0723253185912,658.0723253185912,-368.26673017566554,-368.26673017566554,-368.26673017566554,19.504583822362214,19.504583822362214,19.504583822362214,1006.8344716718946,1006.8344716718946,1006.8344716718946,0.0,0.0,0.0,2145.0928994475476
2014-09-28,1487.1148543734278,-483.10777139957577,4629.0979716610855,1487.1148543734278,1487.1148543734278,797.0614735163549,797.0614735163549,797.0614735163549,-331.7781866977571,-331.7781866977571,-331.7781866977571,205.66201359465703,205.66201359465703,205.66201359465703,923.1776466194551,923.1776466194551,923.1776466194551,0.0,0.0,0.0,2284.1763278897824
2014-09-29,1487.2091346178993,-144.20236289290412,5071.448878206732,1487.2091346178993,1487.2091346178993,950.9509058909682,950.9509058909682,950.9509058909682,-292.5776665806853,-292.5776665806853,-292.5776665806853,410.5850320819169,410.5850320819169,410.5850320819169,832.9435403897368,832.9435403897368,832.9435403897368,0.0,0.0,0.0,2438.1600405088675
2014-09-30,1487.3034148623708,-840.2716415084803,4350.26040429617,1487.3034148623708,1487.3034148623708,302.47181407581553,302.47181407581553,302.47181407581553,-263.24210887125224,-263.24210887125224,-263.24210887125224,-171.5878805341592,-171.5878805341592,-171.5878805341592,737.301803481227,737.301803481227,737.301803481227,0.0,0.0,0.0,1789.7752289381863
2014-10-01,1487.3976951068423,-2133.2424213958893,3547.5650174708003,1487.3976951068423,1487.3976951068423,-651.111692795663,-651.111692795663,-651.111692795663,-250.9479016350744,-250.9479016350744,-250.9479016350744,-1037.6810483792665,-1037.6810483792665,-1037.6810483792665,637.5172572186779,637.5172572186779,637.5172572186779,0.0,0.0,0.0,836.2860023111793
2014-10-02,1487.4919753513136,-750.5849089915513,4608.0337275947495,1487.4919753513136,1487.4919753513136,437.385315563226,437.385315563226,437.385315563226,-256.7676269341047,-256.7676269341047,-256.7676269341047,159.22061119991326,159.22061119991326,159.22061119991326,534.9323312974175,534.9323312974175,534.9323312974175,0.0,0.0,0.0,1924.8772909145396
2014-10-03,1487.5862555957854,-719.3811716210727,4612.084653977281,1487.5862555957854,1487.5862555957854,568.7811367069213,568.7811367069213,568.7811367069213,-276.46365433920914,-276.46365433920914,-276.46365433920914,414.2966882149081,414.2966882149081,414.2966882149081,430.9481028312225,430.9481028312225,430.9481028312225,0.0,0.0,0.0,2056.367392302707
2014-10-04,1487.6805358402569,-1268.3517520557505,4229.031588716172,1487.6805358402569,1487.6805358402569,44.14758438667941,44.14758438667941,44.14758438667941,-302.36120871953773,-302.36120871953773,-302.36120871953773,19.504583821811416,19.504583821811416,19.504583821811416,327.00420928440576,327.00420928440576,327.00420928440576,0.0,0.0,0.0,1531.8281202269363
2014-10-05,1487.7748160847284,-1181.9922053625805,4073.6930521658446,1487.7748160847284,1487.7748160847284,104.52954124214922,104.52954124214922,104.52954124214922,-325.6903982587048,-325.6903982587048,-325.6903982587048,205.66201359647792,205.66201359647792,205.66201359647792,224.55792590437613,224.55792590437613,224.55792590437613,0.0,0.0,0.0,1592.3043573268776
2014-10-06,1487.8690963292,-1041.1778282026485,4429.548774948317,1487.8690963292,1487.8690963292,196.87200752041124,196.87200752041124,196.87200752041124,-338.77573745422336,-338.77573745422336,-338.77573745422336,410.5850320811431,410.5850320811431,410.5850320811431,125.06271289349154,125.06271289349154,125.06271289349154,0.0,0.0,0.0,1684.7411038496111
2014-10-07,1487.9633765736712,-1558.5710993938997,3730.1633342709833,1487.9633765736712,1487.9633765736712,-478.23963985152545,-478.23963985152545,-478.23963985152545,-336.59830776819166,-336.59830776819166,-336.59830776819166,-171.58788053303311,-171.58788053303311,-171.58788053303311,29.946548449699307,29.946548449699307,29.946548449699307,0.0,0.0,0.0,1009.7237367221458
2014-10-08,1488.0576568181427,-2609.233843895072,2873.1811243871666,1488.0576568181427,1488.0576568181427,-1414.5866720722568,-1414.5866720722568,-1414.5866720722568,-317.4959944767484,-317.4959944767484,-317.4959944767484,-1037.6810483790368,-1037.6810483790368,-1037.6810483790368,-59.409629216471465,-59.409629216471465,-59.409629216471465,0.0,0.0,0.0,73.47098474588597
2014-10-09,1488.1519370626143,-1381.2409849917265,4054.7084323530307,1488.1519370626143,1488.1519370626143,-265.4936720296368,-265.4936720296368,-265.4936720296368,-283.02123839248696,-283.02123839248696,-283.02123839248696,159.22061119780045,159.22061119780045,159.22061119780045,-141.6930448349503,-141.6930448349503,-141.6930448349503,0.0,0.0,0.0,1222.6582650329774
2014-10-10,1488.246217307086,-1189.8363461064575,4337.59226985713,1488.246217307086,1488.246217307086,-38.55519387185368,-38.55519387185368,-38.55519387185368,-237.17243294221893,-237.17243294221893,-237.17243294221893,414.29668821399036,414.29668821399036,414.29668821399036,-215.6794491436251,-215.6794491436251,-215.6794491436251,0.0,0.0,0.0,1449.6910234352324
2014-10-11,1488.3404975515573,-1646.457777264327,3845.5980447442635,1488.3404975515573,1488.3404975515573,-446.05964142400165,-446.05964142400165,-446.05964142400165,-185.3118225765252,-185.3118225765252,-185.3118225765252,19.504583821260507,19.504583821260507,19.504583821260507,-280.25240266873703,-280.25240266873703,-280.25240266873703,0.0,0.0,0.0,1042.2808561275556
2014-10-12,1488.4347777960288,-1549.6123519532327,3998.8729332523008,1488.4347777960288,1488.4347777960288,-261.8328067993865,-261.8328067993865,-261.8328067993865,-133.07364978329335,-133.07364978329335,-133.07364978329335,205.66201359483188,205.66201359483188,205.66201359483188,-334.421170610925,-334.421170610925,-334.421170610925,0.0,0.0,0.0,1226.6019709966422
2014-10-13,1488.5290580405003,-1100.9088654640675,4123.910554544958,1488.5290580405003,1488.5290580405003,-52.230248868331834,-52.230248868331834,-52.230248868331834,-85.47834755825785,-85.47834755825785,-85.47834755825785,410.5850320816466,410.5850320816466,410.5850320816466,-377.3369333917205,-377.3369333917205,-377.3369333917205,0.0,0.0,0.0,1436.2988091721686
2014-10-14,1488.6233382849719,-1782.203252576976,3516.508584294731,1488.6233382849719,1488.6233382849719,-626.2428162677395,-626.2428162677395,-626.2428162677395,-46.347899728817396,-46.347899728817396,-46.347899728817396,-171.58788053376685,-171.58788053376685,-171.58788053376685,-408.3070360051552,-408.3070360051552,-408.3070360051552,0.0,0.0,0.0,862.3805220172324
2014-10-15,1488.7176185294431,-2733.8078344967926,2931.1165113884927,1488.7176185294431,1488.7176185294431,-1482.499302121216,-1482.499302121216,-1482.499302121216,-18.01123146976733,-18.01123146976733,-18.01123146976733,-1037.681048378807,-1037.681048378807,-1037.681048378807,-426.80702227264163,-426.80702227264163,-426.80702227264163,0.0,0.0,0.0,6.2183164082271105
2014-10-16,1488.811898773915,-1586.7941145277273,3780.325755520375,1488.811898773915,1488.811898773915,-274.4983193688825,-274.4983193688825,-274.4983193688825,-1.2287031877478942,-1.2287031877478942,-1.2287031877478942,159.22061119846373,159.22061119846373,159.22061119846373,-432.4902273795983,-432.4902273795983,-432.4902273795983,0.0,0.0,0.0,1214.3135794050324
2014-10-17,1488.9061790183864,-1212.7914068388864,4257.372960131644,1488.9061790183864,1488.9061790183864,-6.157564227598662,-6.157564227598662,-6.157564227598662,4.7404810716842904,4.7404810716842904,4.7404810716842904,414.2966882154772,414.2966882154772,414.2966882154772,-425.1947335147601,-425.1947335147601,-425.1947335147601,0.0,0.0,0.0,1482.7486147907878
2014-10-18,1489.000459262858,-1702.0865705482254,3820.8368949016262,1489.000459262858,1489.000459262858,-383.47276701266657,-383.47276701266657,-383.47276701266657,1.9701780317248363,1.9701780317248363,1.9701780317248363,19.50458382265889,19.50458382265889,19.50458382265889,-404.94752886705027,-404.94752886705027,-404.94752886705027,0.0,0.0,0.0,1105.5276922501914
2014-10-19,1489.0947395073292,-1282.2710914502748,4239.239034070732,1489.0947395073292,1489.0947395073292,-172.7066559653082,-172.7066559653082,-172.7066559653082,-6.402920202920562,-6.402920202920562,-6.402920202920562,205.66201359542745,205.66201359542745,205.66201359542745,-371.9657493578151,-371.9657493578151,-371.9657493578151,0.0,0.0,0.0,1316.388083542021
2014-10-20,1489.1890211458767,-1226.1157489002192,4387.665101841933,1489.1890211458767,1489.1890211458767,67.35364867974094,67.35364867974094,67.35364867974094,-16.576458446904446,-16.576458446904446,-16.576458446904446,410.5850320812891,410.5850320812891,410.5850320812891,-326.6549249546438,-326.6549249546438,-326.6549249546438,0.0,0.0,0.0,1556.5426698256176
2014-10-21,1489.283302784424,-1621.187312836939,3791.7050449809885,1489.283302784424,1489.283302784424,-465.80898504059473,-465.80898504059473,-465.80898504059473,-24.616906732450648,-24.616906732450648,-24.616906732450648,-171.58788053493123,-171.58788053493123,-171.58788053493123,-269.60419777321295,-269.60419777321295,-269.60419777321295,0.0,0.0,0.0,1023.4743177438293
2014-10-22,1489.377584422971,-2526.2252683513825,3026.5667474237853,1489.377584422971,1489.377584422971,-1266.3513657979454,-1266.3513657979454,-1266.3513657979454,-27.09179053093279,-27.09179053093279,-27.09179053093279,-1037.6810483785775,-1037.6810483785775,-1037.6810483785775,-201.5785268884351,-201.5785268884351,-201.5785268884351,0.0,0.0,0.0,223.02621862502565
2014-10-24,1489.5661477000656,-980.9699189123867,4436.452488713127,1489.5661477000656,1489.5661477000656,370.1011229456279,370.1011229456279,370.1011229456279,-7.721588978389702,-7.721588978389702,-7.721588978389702,414.29668821455937,414.29668821455937,414.29668821455937,-36.47397629054179,-36.47397629054179,-36.47397629054179,0.0,0.0,0.0,1859.6672706456934
2014-10-25,1489.6604293386129,-902.6273839355824,4460.650414416815,1489.6604293386129,1489.6604293386129,91.59038625993675,91.59038625993675,91.59038625993675,13.779199831925736,13.779199831925736,13.779199831925736,19.504583822108007,19.504583822108007,19.504583822108007,58.30660260590299,58.30660260590299,58.30660260590299,0.0,0.0,0.0,1581.2508155985497
2014-10-26,1489.7547109771601,-791.0669990865747,4787.183971983294,1489.7547109771601,1489.7547109771601,405.39354063999065,405.39354063999065,405.39354063999065,40.231056622924015,40.231056622924015,40.231056622924015,205.6620135950068,205.6620135950068,205.6620135950068,159.50047042205978,159.50047042205978,159.50047042205978,0.0,0.0,0.0,1895.148251617151
2014-10-27,1489.8489926157074,-398.54748956082943,5115.139481862114,1489.8489926157074,1489.8489926157074,744.4199463066659,744.4199463066659,744.4199463066659,68.15626767411139,68.15626767411139,68.15626767411139,410.5850320809316,410.5850320809316,410.5850320809316,265.67864655162293,265.67864655162293,265.67864655162293,0.0,0.0,0.0,2234.2689389223733
2014-10-28,1489.9432742542547,-1006.0331537089702,4558.096677797815,1489.9432742542547,1489.9432742542547,297.7902575102869,297.7902575102869,297.7902575102869,94.03887758644501,94.03887758644501,94.03887758644501,-171.58788053294384,-171.58788053294384,-171.58788053294384,375.3392604567859,375.3392604567859,375.3392604567859,0.0,0.0,0.0,1787.7335317645416
2014-10-29,1490.0375558928017,-1603.1021145220761,3780.218809671682,1490.0375558928017,1490.0375558928017,-435.5563742374917,-435.5563742374917,-435.5563742374917,115.19282654010524,115.19282654010524,115.19282654010524,-1037.681048379012,-1037.681048379012,-1037.681048379012,486.9318476014151,486.9318476014151,486.9318476014151,0.0,0.0,0.0,1054.4811816553101
2014-10-31,1490.2261191698963,167.65051393873824,5546.125887689088,1490.2261191698963,1490.2261191698963,1263.7671269627417,1263.7671269627417,1263.7671269627417,139.84900982781406,139.84900982781406,139.84900982781406,414.2966882146085,414.2966882146085,414.2966882146085,709.6214289203193,709.6214289203193,709.6214289203193,0.0,0.0,0.0,2753.993246132638
2014-11-01,1490.3204008084435,-296.6354000356527,5084.649083687818,1490.3204008084435,1490.3204008084435,982.1803836348979,982.1803836348979,982.1803836348979,145.0692469635434,145.0692469635434,145.0692469635434,19.50458382271574,19.50458382271574,19.50458382271574,817.606552848639,817.606552848639,817.606552848639,0.0,0.0,0.0,2472.500784443341
2014-11-02,1490.414682446991,21.51933699731885,5409.328249758199,1490.414682446991,1490.414682446991,1274.703378887222,1274.703378887222,1274.703378887222,147.68882264624173,147.68882264624173,147.68882264624173,205.66201359448158,205.66201359448158,205.66201359448158,921.3525426464988,921.3525426464988,921.3525426464988,0.0,0.0,0.0,2765.118061334213
2014-11-03,1490.5089640855383,270.2875954890013,5749.60310266406,1490.5089640855383,1490.5089640855383,1578.615556016932,1578.615556016932,1578.615556016932,148.57557511222907,148.57557511222907,148.57557511222907,410.5850320810189,410.5850320810189,410.5850320810189,1019.454948823684,1019.454948823684,1019.454948823684,0.0,0.0,0.0,3069.1245201024703
2014-11-04,1490.6032457240854,-284.29532555828945,5247.243587749319,1490.6032457240854,1490.6032457240854,1085.993140400739,1085.993140400739,1085.993140400739,146.96614950034456,146.96614950034456,146.96614950034456,-171.5878805341083,-171.5878805341083,-171.5878805341083,1110.614871434503,1110.614871434503,1110.614871434503,0.0,0.0,0.0,2576.5963861248247
2014-11-05,1490.6975273626326,-981.3695536602571,4514.3087704262825,1490.6975273626326,1490.6975273626326,296.1717276749014,296.1717276749014,296.1717276749014,140.19105409915431,140.19105409915431,140.19105409915431,-1037.6810483792765,-1037.6810483792765,-1037.6810483792765,1193.6617219550237,1193.6617219550237,1193.6617219550237,0.0,0.0,0.0,1786.869255037534
2014-11-06,1490.79180900118,347.9055408777119,5865.227448206158,1490.79180900118,1490.79180900118,1550.9595046134934,1550.9595046134934,1550.9595046134934,124.1649874828775,124.1649874828775,124.1649874828775,159.22061119942865,159.22061119942865,159.22061119942865,1267.5739059311873,1267.5739059311873,1267.5739059311873,0.0,0.0,0.0,3041.7513136146736
2014-11-07,1490.8860906397272,513.1616133372107,6175.2302061811715,1490.8860906397272,1490.8860906397272,1840.4051662125892,1840.4051662125892,1840.4051662125892,94.61147905367346,94.61147905367346,94.61147905367346,414.29668821465765,414.29668821465765,414.29668821465765,1331.496998944258,1331.496998944258,1331.496998944258,0.0,0.0,0.0,3331.291256852316
2014-11-08,1490.9803722782744,432.29042049919843,5709.343951159814,1490.9803722782744,1490.9803722782744,1452.994286366774,1452.994286366774,1452.994286366774,48.73067802792825,48.73067802792825,48.73067802792825,19.504583821796945,19.504583821796945,19.504583821796945,1384.7590245170488,1384.7590245170488,1384.7590245170488,0.0,0.0,0.0,2943.9746586450483
2014-11-09,1491.0746539168217,368.554988544904,5638.2063937924595,1491.0746539168217,1491.0746539168217,1619.3633134993936,1619.3633134993936,1619.3633134993936,-13.181187924993479,-13.181187924993479,-13.181187924993479,205.66201359518172,205.66201359518172,205.66201359518172,1426.8824878292053,1426.8824878292053,1426.8824878292053,0.0,0.0,0.0,3110.4379674162155
2014-11-10,1491.1689355553688,588.756603892494,6027.986298148821,1491.1689355553688,1491.1689355553688,1781.4586743464429,1781.4586743464429,1781.4586743464429,-86.71923075249366,-86.71923075249366,-86.71923075249366,410.58503208152234,410.58503208152234,410.58503208152234,1457.5928730174148,1457.5928730174148,1457.5928730174148,0.0,0.0,0.0,3272.6276099018114
2014-11-11,1491.263217193916,-17.93125286723358,5252.488763656449,1491.263217193916,1491.263217193916,1141.817599809966,1141.817599809966,1141.817599809966,-163.4178932710836,-163.4178932710836,-163.4178932710836,-171.58788053484201,-171.58788053484201,-171.58788053484201,1476.8233736158916,1476.8233736158916,1476.8233736158916,0.0,0.0,0.0,2633.0808170038817
2014-11-12,1491.3574988324633,-1265.1785870214196,4383.309782653899,1491.3574988324633,1491.3574988324633,214.98624888217398,214.98624888217398,214.98624888217398,-232.04839710835458,-232.04839710835458,-232.04839710835458,-1037.6810483791317,-1037.6810483791317,-1037.6810483791317,1484.7156943696602,1484.7156943696602,1484.7156943696602,0.0,0.0,0.0,1706.3437477146372
2014-11-14,1491.5460621095579,500.3863355851017,5748.086546369467,1491.5460621095579,1491.5460621095579,1581.1961852664433,1581.1961852664433,1581.1961852664433,-301.17236444925743,-301.17236444925743,-301.17236444925743,414.2966882151776,414.2966882151776,414.2966882151776,1468.0718615005233,1468.0718615005233,1468.0718615005233,0.0,0.0,0.0,3072.742247376001
2014-11-15,1491.6403437481054,-77.71643626957734,5431.097516545007,1491.6403437481054,1491.6403437481054,1175.573986250584,1175.573986250584,1175.573986250584,-288.74329256088026,-288.74329256088026,-288.74329256088026,19.504583822404648,19.504583822404648,19.504583822404648,1444.8126949890595,1444.8126949890595,1444.8126949890595,0.0,0.0,0.0,2667.214329998689
2014-11-16,1491.7346253866524,236.0605005661287,5728.220543041657,1491.7346253866524,1491.7346253866524,1371.6258338951266,1371.6258338951266,1371.6258338951266,-246.77932450525452,-246.77932450525452,-246.77932450525452,205.66201359588183,205.66201359588183,205.66201359588183,1412.743144804499,1412.743144804499,1412.743144804499,0.0,0.0,0.0,2863.360459281779
2014-11-17,1491.8289070251997,405.47917374727984,5866.812847097234,1491.8289070251997,1491.8289070251997,1598.208290584189,1598.208290584189,1598.208290584189,-185.2970933308858,-185.2970933308858,-185.2970933308858,410.58503208202586,410.58503208202586,410.58503208202586,1372.920351833049,1372.920351833049,1372.920351833049,0.0,0.0,0.0,3090.0371976093884
2014-11-18,1491.923188663747,-134.2176115531423,5308.486065319347,1491.923188663747,1491.923188663747,1035.5216517571612,1035.5216517571612,1035.5216517571612,-119.42346922186375,-119.42346922186375,-119.42346922186375,-171.58788053557572,-171.58788053557572,-171.58788053557572,1326.533001514601,1326.533001514601,1326.533001514601,0.0,0.0,0.0,2527.444840420908
2014-11-19,1492.0174703022942,-995.9066149619559,4382.927287308788,1492.0174703022942,1492.0174703022942,171.21233995158192,171.21233995158192,171.21233995158192,-65.98329559728606,-65.98329559728606,-65.98329559728606,-1037.6810483793963,-1037.6810483793963,-1037.6810483793963,1274.8766839282646,1274.8766839282646,1274.8766839282646,0.0,0.0,0.0,1663.2298102538762
2014-11-20,1492.1117519408415,126.77577369021118,5362.444435734241,1492.1117519408415,1492.1117519408415,1339.2820534307016,1339.2820534307016,1339.2820534307016,-39.2654212104018,-39.2654212104018,-39.2654212104018,159.2206111985628,159.2206111985628,159.2206111985628,1219.3268634425403,1219.3268634425403,1219.3268634425403,0.0,0.0,0.0,2831.393805371543
2014-11-21,1492.2060335793888,123.51815373105103,5821.5792385220475,1492.2060335793888,1492.2060335793888,1528.5777874606833,1528.5777874606833,1528.5777874606833,-47.02887993994656,-47.02887993994656,-47.02887993994656,414.2966882142598,414.2966882142598,414.2966882142598,1161.3099791863704,1161.3099791863704,1161.3099791863704,0.0,0.0,0.0,3020.7838210400723
2014-11-22,1492.300315217936,-115.24675022755152,5374.632689742765,1492.300315217936,1492.300315217936,1033.9311019334334,1033.9311019334334,1033.9311019334334,-87.84673068134613,-87.84673068134613,-87.84673068134613,19.504583821485888,19.504583821485888,19.504583821485888,1102.2732487932933,1102.2732487932933,1102.2732487932933,0.0,0.0,0.0,2526.2314171513694
2014-11-23,1492.394596856483,156.70451833735555,5430.649152595904,1492.394596856483,1492.394596856483,1098.6961116074467,1098.6961116074467,1098.6961116074467,-150.61968997261494,-150.61968997261494,-150.61968997261494,205.66201359546116,205.66201359546116,205.66201359546116,1043.6537879846003,1043.6537879846003,1043.6537879846003,0.0,0.0,0.0,2591.09070846393
2014-11-24,1492.4888784950303,22.12323897315935,5316.846042742146,1492.4888784950303,1492.4888784950303,1180.8564034484925,1180.8564034484925,1180.8564034484925,-216.5763149558744,-216.5763149558744,-216.5763149558744,410.5850320821131,410.5850320821131,410.5850320821131,986.8476863222538,986.8476863222538,986.8476863222538,0.0,0.0,0.0,2673.345281943523
